사용월,호선명,지하철역,04시-05시 하차인원,05시-06시 하차인원,06시-07시 하차인원,07시-08시 하차인원,08시-09시 하차인원,09시-10시 하차인원,10시-11시 하차인원,11시-12시 하차인원,12시-13시 하차인원,13시-14시 하차인원,14시-15시 하차인원,15시-16시 하차인원,16시-17시 하차인원,17시-18시 하차인원,18시-19시 하차인원,19시-20시 하차인원,20시-21시 하차인원,21시-22시 하차인원,22시-23시 하차인원,23시-24시 하차인원,00시-01시 하차인원,01시-02시 하차인원,02시-03시 하차인원,03시-04시 하차인원
201505,4호선,동작,0,289,2705,5034,10888,7563,4834,4221,5506,8272,6101,6198,6535,6699,8138,7543,5269,4405,3928,2802,1160,147,0,0
201505,4호선,명동,0,2034,19737,66650,136145,113323,93938,101697,112823,118206,107891,109051,105830,111532,101309,76913,47277,32003,19169,12059,3003,110,0,0
201505,4호선,미아,2,2020,7357,23447,43024,26153,22173,25686,25783,26902,29107,30529,35100,41154,53724,56772,39295,35377,35603,23496,5549,2,0,0
201505,4호선,미아사거리,1,3038,13462,25282,43032,45731,34684,38335,41589,45255,49524,58274,67430,82744,114712,118169,79523,72327,70742,44629,9267,0,2,0
201505,4호선,사당,2,1512,22770,39637,55687,43439,33499,34278,37690,37406,36237,40899,48728,65392,94888,87439,53183,49168,49174,35429,13340,1299,0,0
201505,4호선,삼각지,2,784,5942,16578,28895,14813,13064,13005,12613,12542,11279,11683,11356,12335,14604,12000,8766,7567,7737,5894,1624,2,0,0
201505,4호선,상계,14,197,9498,20551,23662,20467,19189,18628,22034,24758,27173,31656,38563,48535,65268,71693,54894,47726,49779,38963,12620,1048,0,0
201505,4호선,서울역,16,1156,15931,38570,76509,40593,28132,27651,31358,32842,35153,40242,43152,45338,49139,39812,30062,29452,27127,16599,5987,672,1,0
201505,4호선,성신여대입구,1,2157,10257,24489,65241,43206,33990,44433,36378,38109,42967,42831,46839,56962,73981,72511,50259,44015,43842,31008,7918,0,0,0
201505,4호선,수유(강북구청),3,4434,18527,30621,80579,63664,56116,50559,52979,58241,64354,73766,86126,103406,145501,160871,117371,103735,103189,71800,16240,0,0,0
201505,4호선,숙대입구,0,1130,10694,32217,78713,46059,39605,31039,28825,29530,27244,25914,27881,33020,43033,37821,25211,23365,23673,16193,3649,0,0,0
201505,4호선,신용산,2,1396,14046,26349,72057,51419,26202,21808,21864,23390,22637,22764,22273,24371,28048,21798,13332,11848,9781,5838,1532,0,0,0
201505,4호선,쌍문,2,1119,12399,18350,34151,27460,24309,26188,28620,33477,36701,45829,56472,69539,97099,109203,83562,75939,75487,56612,16287,6,0,0
201505,4호선,이촌,37,982,9585,16927,36512,31110,22523,18125,19477,24496,22659,20741,20362,19434,23275,21191,12716,10968,10359,6246,2078,4,0,0
201505,4호선,창동,6,3863,14763,27154,48752,41207,37042,35424,40276,46659,53027,58912,67498,76763,105152,110990,82250,71276,70943,53629,18686,116,2,0
201505,4호선,총신대입구,2,1144,12092,23641,46501,41243,30335,30905,33869,37776,40633,46513,51361,64224,91190,82221,50551,45862,43779,27786,7636,201,0,0
201505,4호선,충무로,8,3466,21319,63700,225417,132524,81886,64016,59292,62478,56022,50507,45850,48913,52207,41288,24628,21185,18849,14398,4443,166,0,0
201505,4호선,한성대입구,4,1734,9340,26927,42897,40486,31053,25979,33148,29939,27984,31673,31376,37299,42358,40797,28082,26110,26977,18096,13956,1553,4,5
201505,4호선,혜화,3,2900,21498,55697,126031,133866,107449,91408,102408,123854,119076,100117,91781,103422,127289,109908,46005,34563,29431,19894,8035,97,0,0
201505,4호선,회현,0,992,31718,63743,144718,119491,94819,102503,91030,79626,74181,64246,47824,34932,27964,17136,9893,10243,9188,6073,1778,99,0,0
201505,5호선,강동,0,1390,18699,24343,36447,22942,18735,18692,20405,21892,22697,24456,29134,32741,45838,48052,34049,32024,32400,24097,11019,0,0,0
201505,5호선,개롱,0,854,3576,9895,18283,9837,6987,6962,7817,8987,9713,10932,13552,15497,18852,20684,15066,12131,14082,9197,4149,0,0,0
201505,5호선,개화산,0,284,4797,7626,17739,8193,6081,5796,7115,7029,7651,8032,9000,10481,14129,16708,11688,11373,11096,7581,2824,146,0,0
201505,5호선,거여,0,307,3240,6231,16176,8539,6537,6733,7702,9314,9271,11487,15612,15757,20956,22241,15463,14834,15933,10021,4278,0,0,0
201505,5호선,고덕,0,2134,10482,19552,17576,14190,12474,11406,11548,13777,13724,14212,15616,17421,22650,23447,15613,14231,14551,9725,3448,193,0,0
201505,5호선,공덕,1,1039,10044,30377,81438,32870,16254,16233,15565,16809,15747,16398,17862,21610,35574,28148,16582,15033,13430,9120,2434,0,0,0
201505,5호선,광나루,0,2159,10089,19674,43693,28157,24780,21775,19936,21367,20782,22575,23924,27591,36700,36220,24632,22877,23580,15335,3623,0,0,0
201505,5호선,광화문,0,883,36770,102879,255544,114382,65150,66608,61795,68664,62588,55436,51305,54986,65513,47318,22613,15263,12016,7647,2687,6,0,0
201505,5호선,군자,0,830,5949,8838,25208,16889,12095,11544,12470,14701,16597,18748,21660,27644,41171,40624,25458,23134,24089,16522,8158,1790,0,0
201505,5호선,굽은다리,1,512,3564,7336,13963,11618,9172,10139,11470,12422,13461,15036,18334,21997,29908,33355,21478,18365,20805,13987,5179,1,0,0
201505,5호선,길동,0,492,4090,6513,17273,11685,8874,8452,9624,10611,11786,13381,15612,18142,26097,27591,18174,14783,13830,9525,3600,1,0,0
201505,5호선,김포공항,0,2355,9453,14728,16660,14278,12781,14430,16145,16284,16053,15478,15001,14696,15076,11628,6376,3814,2605,1247,474,4,0,0
201505,5호선,까치산,1,1890,11456,14488,23817,23890,22136,23872,28589,31968,36941,45753,57340,66745,101694,110580,80241,74820,74651,50565,14716,588,0,0
201505,5호선,답십리,0,850,8092,16520,37545,21418,16341,15877,18355,20755,22798,22984,27744,33581,49139,48175,31668,30461,29942,20683,5752,3,0,0
201505,5호선,동대문역사문화공원,0,213,2704,10703,31942,14593,5157,3984,3887,5239,3949,3328,3121,3443,3271,2959,1876,1998,1980,1498,383,1,0,0
201505,5호선,둔촌동,0,931,8267,18850,29003,21517,16040,15051,15857,17487,18138,21105,25517,29991,39956,44023,28389,25460,25273,19560,4091,0,0,0
201505,5호선,마곡,0,927,4798,1872,2899,1505,1280,1781,2124,2558,2824,3319,4248,5143,7699,8739,5995,5785,7088,4516,1981,1,0,0
201505,5호선,마장,0,475,4010,8705,19792,15242,9579,8803,9882,9338,8532,8953,10390,13100,17505,15957,10501,8799,9182,5895,1704,24,0,0
201505,5호선,마천,0,275,2877,4657,9865,10724,10563,7495,7375,8068,8584,10909,14897,14578,17983,21372,13380,13067,13502,9357,4211,0,0,0
201505,5호선,마포,0,1431,8496,24408,75205,39131,19639,18734,17970,20696,19121,19058,21289,25573,40134,34559,21237,18153,16107,10785,2912,0,0,0
201505,5호선,명일,0,1006,4392,7205,13188,11049,10445,10342,10750,12648,13680,15442,18392,21421,28707,32900,21342,17165,18967,12781,4581,0,0,0
201505,5호선,목동,0,1613,7771,18865,30825,26296,20375,20134,22804,27082,29304,31749,36334,44514,71391,69688,46457,41712,42677,28148,9357,0,0,0
201505,5호선,발산,0,1866,10227,13723,38909,29253,17651,19208,21385,19925,17190,16395,18183,21682,28724,28223,17294,13641,13188,8302,3133,0,0,0
201505,5호선,방이,0,759,4147,8122,25359,13709,8188,7666,9327,10257,10789,11098,13964,16249,20397,19140,11930,10796,9548,8059,2709,0,0,0
201505,5호선,방화,0,9,3536,6155,15541,10465,7199,7048,8335,9319,9872,11861,13411,15068,20050,24282,17871,17290,17028,12536,4565,422,0,0
201505,5호선,상일동,0,1207,10573,10742,14555,8013,7875,8299,9751,11073,12702,14345,18878,22221,29710,39069,25606,25764,23586,20510,4953,1577,0,0
201505,5호선,서대문,0,2108,16182,54152,127215,51430,26195,24256,23030,26216,23648,19430,18906,21678,28493,22210,13457,11842,11160,6663,2089,43,0,0
201505,5호선,송정,0,2898,10311,15919,20535,12926,12185,12707,12212,13053,15024,17188,20842,23809,31762,33655,24058,21226,20183,12593,3593,5,0,0
201505,5호선,신금호,2,1141,8721,9939,11551,6845,5798,5370,6190,7096,7962,9229,10363,12173,17085,15705,10734,10275,9942,6780,2210,0,0,0
201505,5호선,신길,1,413,1734,5272,17428,6632,3541,3201,3690,4160,3776,4130,4698,6604,9868,7924,5723,6313,6307,4268,1020,0,0,0
201505,5호선,신정,3,1128,5451,10170,15258,10635,7866,8895,10644,12825,13904,17617,22173,27322,41092,42113,30567,29684,30102,22134,6209,0,0,0
201505,5호선,아차산,0,1438,7644,17334,38418,29796,27444,25442,24522,26193,25436,25126,27955,31858,44934,43000,29123,26442,26475,18043,5441,0,0,0
201505,5호선,애오개,0,745,4245,9972,31796,13945,8584,6879,6901,8312,8491,9252,10082,11964,16208,14422,9815,9092,9501,6405,3865,539,0,0
201505,5호선,양평,0,674,2867,9062,36014,14292,7613,6006,6536,6797,7066,7479,8312,9136,13900,14718,9683,9055,9035,6419,1936,0,0,0
201505,5호선,여의나루,0,1244,6924,29956,52278,18705,16855,19515,23495,30312,34623,35490,35791,36345,38382,29645,17634,10787,6928,3788,1290,0,0,0
201505,5호선,여의도,0,2405,21063,113803,179814,56099,28834,33346,36163,38274,31329,29004,28410,30655,38187,26010,14778,11622,9709,6052,4106,4,0,0
201505,5호선,영등포구청,0,501,1935,5743,18204,9890,5324,4567,4232,4964,4837,5092,4915,4928,7707,6196,3959,3461,3819,2315,529,0,0,0
201505,5호선,영등포시장,0,1083,5563,12914,34256,20084,15017,14273,16262,20612,19261,15873,14239,15281,18645,14347,9001,7655,7082,4630,987,0,0,0
201505,5호선,오금,0,464,2528,9134,21671,7490,4398,4009,4551,4860,4968,5069,5979,6850,7886,8226,5588,4913,5823,4687,1779,1,0,0
201505,5호선,오목교,0,2171,12491,29867,81774,70534,41345,42349,48871,53569,48713,49548,54923,62451,85637,75214,42605,34547,33797,22332,6989,0,0,0
201505,5호선,올림픽공원,0,800,6070,12920,26832,18128,15064,17660,19416,20882,19801,19105,17514,18760,19155,16712,8764,7296,6871,6082,1706,1,0,0
201505,5호선,왕십리(성동구청),0,478,2837,6790,20431,11310,8335,8597,10365,11197,11301,11534,12537,14346,18899,16821,10037,8111,7643,5213,3649,678,0,0
201505,5호선,우장산,0,1071,6484,26864,28055,16492,13310,13856,16581,19894,21766,25339,30816,35691,49918,53743,37807,35110,36931,24505,7086,0,0,0
201505,5호선,을지로4가,1,303,4427,12625,39384,21037,13116,11348,9936,9602,9005,7766,6785,5930,5506,3483,1658,1440,1020,651,176,0,0,0
201505,5호선,장한평,0,1197,10796,23232,76883,36572,24254,23085,22991,30334,28063,27126,29134,33484,47987,46875,32058,27688,26354,18980,5636,66,0,0
201505,5호선,종로3가,1,383,5979,16967,47776,42152,34221,33001,33697,33239,31556,27004,24421,24059,26449,19361,10586,8567,7264,5033,1588,10,0,0
201505,5호선,천호,0,1486,14998,22799,40907,42889,35030,36671,40591,45302,45568,46160,49048,55596,72220,67620,41461,35979,33644,22681,7468,4,0,0
201505,5호선,청구,0,228,1802,4173,16009,8543,4555,4631,4702,5577,5494,6030,7028,8188,10775,9881,6754,6340,6948,4861,1376,0,0,0
201505,5호선,충정로,0,298,1847,8677,32543,19488,6423,6405,6062,6063,6477,6274,6426,6850,9084,7652,5063,5197,5416,3725,1009,99,0,0
201505,5호선,행당,0,886,2825,5010,8857,7581,6271,7101,8455,9706,11370,12988,15550,18607,26036,26053,16866,16823,16644,10171,3082,0,0,0
201505,5호선,화곡,0,1532,10851,15754,33837,27763,21452,22936,26467,30014,33729,40033,49805,62999,97460,105019,72633,64211,66797,44176,13200,0,0,0
201505,6호선,고려대,0,738,4987,12976,36396,21403,25307,15173,15693,17271,15809,15769,17002,20340,26796,26419,17150,17800,17168,14309,3633,72,0,0
201505,6호선,공덕,0,2189,11067,36610,96812,41334,23560,21006,20338,22551,22109,22351,25583,28057,38222,33272,22502,19931,20396,14205,6599,368,0,0
201505,6호선,광흥창,0,1292,8411,19051,36103,21092,14191,11432,12109,13316,12573,13426,14163,16075,20614,19578,13623,12138,11479,8499,2257,6,0,0
201505,6호선,구산,1,108,3124,11529,8415,6386,5858,7262,7730,8148,9622,9600,13396,13432,18683,18826,13433,10674,10520,8011,2675,0,0,0
201505,6호선,녹사평(용산구청),0,633,4528,13385,18683,10502,11330,15732,17787,21963,20350,20805,21009,23697,26705,24584,12791,9374,7466,5794,1549,0,0,0
201505,6호선,대흥,0,839,4724,15556,43509,21854,21002,15587,15052,16474,15346,13554,15499,16724,22182,19323,12399,10701,11295,9201,2642,14,0,0
201505,6호선,독바위,0,262,1426,2568,4471,7169,6593,4348,3956,4369,4061,4949,5377,6704,8747,10865,7485,7104,7271,5299,2146,0,0,0
201505,6호선,돌곶이,0,923,3622,6594,18687,12768,9933,9703,10908,12503,12059,14376,17354,20607,29437,28702,21483,17693,19021,13009,4458,0,0,0
201505,6호선,동묘앞,0,1024,4254,10760,29542,24935,17766,18668,18618,20896,19539,18796,17043,17129,18530,15941,11232,10023,10253,10999,2925,56,0,0
201505,6호선,디지털미디어시티,0,2411,12008,29051,68392,30123,15146,14108,15678,18467,18176,20191,23950,29188,41841,41775,27824,27514,26619,19322,6275,595,0,0
201505,6호선,마포구청,0,2628,8993,15839,37837,20447,13255,13282,15052,17426,17274,19026,22869,25393,32714,29659,23270,19866,21697,14077,3947,11,0,0
201505,6호선,망원,0,911,5529,9403,29857,24897,16817,15329,18550,18565,21170,21886,27086,28527,38855,35884,24034,19489,20479,13069,3408,0,0,0
201505,6호선,버티고개,0,320,1405,3492,6473,4186,2842,2715,3018,3543,3708,4119,4573,5485,6921,6692,4652,4646,4907,3703,1036,0,0,0
201505,6호선,보문,0,1032,4313,10495,23836,13018,9216,9215,9919,9589,9663,10375,13080,14427,21049,21498,15531,14744,16593,11200,3815,0,0,0
201505,6호선,봉화산(서울의료원),0,1520,4560,7460,13294,8449,7614,7869,9322,11341,11750,14276,16883,20037,27775,33160,22904,19637,22116,15221,5008,611,0,0
201505,6호선,불광,0,382,1975,5346,8610,10161,7743,7652,9142,9100,9309,9283,12018,12135,17692,15963,11187,8246,8562,6474,1957,0,0,0
201505,6호선,삼각지,0,844,6704,14833,26649,13577,10255,10273,10975,11204,10230,9824,9207,10587,12251,9453,7395,7722,8316,6369,1822,1,0,0
201505,6호선,상수,0,1126,3395,7045,26971,30579,22221,21283,22525,25497,20774,20976,24583,30212,40025,37099,20942,16209,13354,9719,2658,3,0,0
201505,6호선,상월곡,0,598,2572,4108,18064,10042,12122,8842,7474,8393,8741,8793,11106,12201,17380,18422,13079,11764,13660,10009,2614,0,0,0
201505,6호선,새절,0,922,5544,12787,22280,22551,14350,14663,15607,17562,17759,19526,25907,31524,43696,43260,32213,27126,30848,22043,6036,2038,0,0
201505,6호선,석계,2,2027,5963,10478,19259,13775,12858,14000,16355,17985,18934,21642,26140,33811,45765,53426,37194,34562,33505,24733,7664,14,0,0
201505,6호선,신당,0,1307,5807,16263,44679,23638,14799,11470,11121,14444,10038,9496,10240,15847,15318,22341,12138,8290,7431,12577,2415,0,0,0
201505,6호선,안암,0,1064,5207,18037,63328,41342,48354,29323,24004,32417,22745,24178,23102,27195,33798,30798,21109,19069,19442,15886,7343,239,0,0
201505,6호선,약수,0,298,1973,5654,17009,9006,6001,4876,5131,5153,5597,5252,5683,6613,8592,6915,4885,4215,3992,3130,943,0,0,0
201505,6호선,역촌,0,310,2175,3944,8741,5443,4458,4716,5547,5200,6057,6308,8429,9460,13662,14424,9296,8960,8620,7665,2050,0,0,0
201505,6호선,연신내,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201505,6호선,월곡,0,1318,6090,8947,34238,21987,23273,17281,16360,17808,18292,18494,22728,26172,35543,39390,25836,23194,23840,17125,4344,1,0,0
201505,6호선,월드컵경기장,0,1278,3981,10491,31671,22731,20980,26206,27128,34427,29042,29300,24745,22598,20179,18526,11158,8768,7008,4444,1080,32,0,0
201505,6호선,응암,0,1384,7289,12690,19362,16200,14264,16289,17618,21635,21885,26990,32575,39498,58919,63192,44388,40852,42506,30109,9770,1,0,0
201505,6호선,이태원,0,1685,9388,13441,34929,27286,23934,28850,34577,39472,37101,39151,42107,49314,59519,57354,38193,30561,25457,21362,6836,1,0,0
201505,6호선,증산,0,763,4236,5730,14403,12198,10930,9741,11683,12046,14588,15497,21243,24554,34318,36494,25244,22523,24763,16786,4716,729,0,0
201505,6호선,창신,0,353,2052,7679,7295,4511,3775,3085,4105,3385,3831,4098,5042,5656,7328,7531,5561,5082,6251,4042,1339,0,0,0
201505,6호선,청구,0,393,2261,6251,23982,10801,5335,4179,4521,5181,4837,5481,6091,6984,8187,6751,4983,4608,4820,3129,1251,0,0,0
201505,6호선,태릉입구,0,1164,4764,5914,14503,10471,9130,10504,8228,8425,9421,9224,10897,13327,17798,19964,13351,13599,13092,11001,4945,17,0,0
201505,6호선,한강진,0,659,6493,15952,29447,20216,10818,10438,11126,13560,12391,10165,10955,13939,19212,14480,5459,4077,3859,2909,2978,0,0,0
201505,6호선,합정,1,1895,7518,18425,38079,25062,18691,17216,20478,21317,22179,21401,25372,27781,37787,32273,20180,16367,16880,12462,3415,3,0,0
201505,6호선,화랑대,0,1242,4125,9178,23366,18419,12538,11052,10748,11385,13401,13183,17737,19931,32010,34606,25267,22213,25561,18379,6016,97,0,0
201505,6호선,효창공원앞,0,924,5419,11716,35055,22371,14277,11725,10042,12388,10443,11801,12784,14477,18311,16371,11502,10352,10707,7600,2346,5,0,0
201505,7호선,가산디지털단지,2,3332,24195,115465,370519,163352,54334,46063,43917,45019,44707,42956,39314,40365,42247,35654,20432,14797,13544,9067,3165,1,0,0
201505,7호선,강남구청,0,1634,13576,34648,107954,90548,41451,27800,25414,26995,23716,22546,23967,22490,24241,19971,12826,10473,8848,6169,2636,1,0,0
201505,7호선,건대입구,1,740,8750,21766,51827,41955,34742,34015,37427,39794,37152,35223,38018,44330,62115,56380,32787,25362,21671,13206,7330,944,0,0
201505,7호선,고속터미널,0,2729,25197,42250,65646,52004,39561,37236,36966,39671,39425,35579,35145,37509,40983,32188,19616,15139,10189,6590,1681,0,0,0
201505,7호선,공릉,0,1619,6734,17172,34464,23464,19887,14502,17184,20394,17844,20545,23501,28402,38971,41688,29965,25694,24762,19649,7152,1,0,0
201505,7호선,광명사거리,8,5126,13951,21631,32998,27934,26155,28322,31707,34650,37333,43263,51456,63776,96499,98444,65788,61651,58150,40864,11565,4,0,0
201505,7호선,군자,0,1020,8295,9552,26506,18415,12225,11472,11674,13884,15250,17193,19499,23913,33522,34246,23728,22146,21089,15311,4819,36,0,0
201505,7호선,굴포천,0,418,3276,5406,12058,9554,6389,7381,9019,10304,10938,12494,15231,19620,27121,31654,23724,20627,19868,13726,4468,836,0,0
201505,7호선,까치울,0,519,2763,3759,7423,6132,5859,7025,7742,8011,8595,8771,10837,13009,18064,18885,13000,12328,12258,8012,2294,0,0,0
201505,7호선,남구로,1,2077,8397,27689,97987,40979,21464,19002,18192,19684,19664,20453,25243,33335,43169,34643,23804,25548,28215,15011,3760,1,0,0
201505,7호선,남성,0,804,4546,8119,18404,15752,13259,12915,13344,14910,15448,18474,21492,24821,35087,35361,24994,23591,22267,15383,4980,4,0,0
201505,7호선,내방,0,1765,11576,24920,82423,45517,22460,16994,16989,19545,18999,19908,20384,23409,29655,25839,18013,15935,14048,9608,5491,344,0,0
201505,7호선,노원,1,2848,10111,26520,46661,50651,35120,35034,38532,43888,47555,47091,49991,55895,68448,68833,41991,33107,28809,23472,8709,153,0,0
201505,7호선,논현,0,1266,19021,51361,118867,86741,36028,26247,26440,27769,26236,26002,26890,30865,41423,34459,22440,16582,13766,10100,3403,0,0,0
201505,7호선,대림,0,1673,4887,7964,21502,21310,19808,23304,21661,21162,19716,20160,21607,26291,34291,28507,20039,20757,21567,10587,2066,0,0,0
201505,7호선,도봉산,0,647,6271,9172,19941,31429,34292,22870,16983,16131,15947,15958,17658,20575,26726,35289,26824,24337,25432,20798,9729,1513,0,0
201505,7호선,뚝섬유원지,0,681,4843,7533,18814,13614,14472,18530,20255,23335,25996,28008,29531,31928,39539,36413,23954,20517,19395,10604,3004,43,0,0
201505,7호선,마들,0,1618,3595,7833,11952,10398,9778,10534,11689,14097,16497,18505,23195,25598,36726,42806,30793,26792,26109,21537,7624,3,0,0
201505,7호선,먹골,0,897,4769,6187,16011,11396,10342,11720,13392,14230,14738,17298,20385,24490,32701,36129,25040,23545,21969,15620,4268,191,0,0
201505,7호선,면목,0,1450,7303,10166,36405,24937,17909,14096,18098,20183,19625,24389,32691,38836,50782,53241,37412,34712,33811,23857,7910,1,0,0
201505,7호선,반포,0,684,6189,13233,23347,19456,10117,9732,11945,11365,9413,9419,10134,11322,13212,10680,7024,5866,6225,3894,1192,0,0,0
201505,7호선,보라매,0,1726,6652,20664,37401,22974,13080,12548,13830,14828,13634,14424,15450,18229,25680,24494,16020,15079,15421,10068,3462,120,0,0
201505,7호선,부천시청,0,973,4214,13781,26831,21595,13548,14553,16386,18701,19701,20874,22796,27820,36355,41659,25921,21414,17779,15284,5295,99,0,0
201505,7호선,부천종합운동장,0,856,3031,5963,12015,6667,6065,5442,5461,6348,6689,7294,8610,10808,15094,16543,13195,10732,11294,8661,3060,0,1,0
201505,7호선,부평구청,0,800,5388,11348,11784,7682,6317,6430,7740,8674,10043,11903,14496,18169,24576,33480,24673,23296,23121,15823,7162,2094,0,0
201505,7호선,사가정,0,1911,7541,12829,25115,17246,15932,16330,18733,20462,21705,28313,33414,38617,55148,59269,40858,37921,36544,23289,8061,0,0,0
201505,7호선,삼산체육관,0,443,1865,3077,7711,6044,4744,5965,6791,7271,8114,8872,9462,11608,15899,17220,12695,10733,10571,8606,2707,573,0,0
201505,7호선,상도,0,1454,6957,9215,30618,20073,22270,16944,16552,16783,18020,17005,19968,22709,33946,31534,22938,21252,21618,15755,4805,0,0,0
201505,7호선,상동,0,1935,6066,13152,29096,24491,19349,19958,22439,23761,23889,23421,24834,30759,39527,42617,28283,22735,19469,16516,5696,429,0,0
201505,7호선,상봉,7,2073,10437,17036,37086,23749,19043,19929,21875,23772,24062,26333,32275,38633,51948,53811,37855,32633,31974,24630,9714,46,0,0
201505,7호선,수락산,0,871,6836,10899,21088,26474,28132,21042,19193,18741,18885,21687,25950,30051,40778,48779,36012,31248,30877,23037,9739,224,0,0
201505,7호선,숭실대입구,0,1110,5744,10561,52185,32400,43465,30637,23154,28986,26159,24855,27647,31894,46090,45340,31919,29834,31614,23180,7020,1,0,0
201505,7호선,신대방삼거리,0,1312,7023,16725,33253,21894,16616,15392,16133,19351,19903,22986,26148,31478,47409,48227,33370,32713,30288,20732,6662,17,0,0
201505,7호선,신중동,0,1235,5161,15742,38421,29035,16161,15915,17284,18868,19483,20772,23275,28990,36620,45402,28087,23629,21570,17875,6773,71,0,0
201505,7호선,신풍,7,2660,7957,12493,20042,15928,15312,15118,14682,15878,15128,18338,21263,26613,38710,36269,24422,25370,26254,15166,5041,942,0,0
201505,7호선,어린이대공원,0,979,7895,19726,80744,74298,70000,55828,48218,52787,47106,35942,31130,31374,37209,33376,23632,20220,19888,13418,4544,6,0,0
201505,7호선,온수,0,834,5873,14993,24572,15153,9666,9260,10892,11173,11991,13155,16005,20106,33175,36492,25602,23874,21812,16691,10025,1407,0,0
201505,7호선,용마산,0,574,2803,4203,10618,6849,6694,5762,6682,8018,8349,9551,11849,14151,19041,21154,15433,15036,16064,10673,3758,0,0,0
201505,7호선,이수,0,1185,9345,17445,46230,34220,23674,21458,23411,25132,25406,27841,30664,36551,52376,48958,30780,27722,25481,16779,5072,56,0,0
201505,7호선,장승배기,0,1566,9845,11232,20328,14862,11730,11826,13350,14356,15721,17416,19571,22267,31715,29534,20903,20326,20165,13030,4736,0,0,0
201505,7호선,장암,0,211,1480,1458,2116,3549,3755,2564,1731,1306,1633,1322,1376,1989,2460,2470,1833,1503,1232,1027,360,0,0,0
201505,7호선,중계,2,1987,7468,20875,33192,19988,15560,17228,17446,19613,20864,22739,25786,31574,43637,49678,35337,31160,31567,22776,7709,0,0,0
201505,7호선,중곡,0,637,7260,12310,20468,12356,10420,9641,10300,11390,12706,15011,17477,21103,28528,29732,21070,20609,20144,14469,4368,0,0,0
201505,7호선,중화,0,870,6021,11164,24797,14819,12151,11573,12643,13872,15264,17455,22699,25840,35370,38014,26891,25399,25289,17828,5325,102,0,0
201505,7호선,천왕,0,848,5032,7363,12748,6935,6766,7202,8741,10375,11108,11921,13614,15920,23130,25184,17778,16944,16020,12124,4121,130,0,0
201505,7호선,철산,0,3036,8984,19315,33521,31129,23476,25272,29422,31874,33313,38114,46242,56754,88457,100835,63036,55558,53391,39377,12608,0,0,0
201505,7호선,청담,0,3659,23990,69833,160885,112925,44919,32311,28793,31133,30174,26944,28036,29550,32561,27198,18795,17374,14880,11696,6384,3,0,0
201505,7호선,춘의,0,986,5540,26416,43288,11618,8246,6891,7166,8038,8355,8626,9392,11742,15975,17122,13808,10994,10530,8639,2831,15,0,0
201505,7호선,태릉입구,0,1663,8065,11972,29696,18638,14748,15695,12111,12265,13122,12892,14583,17486,21731,21341,16180,15578,15836,10707,5780,2041,0,0
201505,7호선,하계,0,1627,9060,23935,30420,28382,22066,23031,29515,32400,32145,34482,39242,46402,59255,65515,46749,39078,40430,29684,10748,0,0,0
201505,7호선,학동,0,1731,20552,55136,193489,128746,54116,38841,31256,34892,29396,25491,24433,23832,26251,19415,13735,11144,9265,7812,2387,0,0,0
201505,8호선,가락시장,0,2549,6293,13525,36747,15991,10250,9815,9615,10568,10149,10524,11410,12338,16220,15061,11195,9525,7743,5445,2880,618,0,0
201505,8호선,강동구청,0,1204,6481,15798,36440,16183,12156,11324,13053,14678,15576,16614,19919,22873,31051,30314,19967,18760,19208,10785,3856,1,0,0
201505,8호선,남한산성입구,1,1256,5656,14242,39603,34887,20564,14283,16325,19355,16163,19252,24206,26881,39779,40697,28844,28686,31909,19695,5997,3,0,0
201505,8호선,단대오거리,0,1616,5909,12423,27070,15829,11168,10174,12225,13120,14703,17577,23369,26426,40137,40078,31404,28279,29132,20098,5817,220,0,0
201505,8호선,모란,0,432,3290,9179,8237,6667,6411,7452,6994,7366,7190,7274,7747,8189,8667,7108,5202,4343,4086,2658,1342,429,0,0
201505,8호선,몽촌토성,0,919,4553,11959,44635,32286,18686,15251,14197,15891,15897,14460,14243,14361,17327,14965,9852,8132,8690,4726,1559,0,0,0
201505,8호선,문정,0,1730,18827,13085,17439,8679,5997,5496,5707,6953,6481,7872,8545,10601,13033,13247,9138,8149,8637,5100,1573,0,0,0
201505,8호선,복정,0,3775,18699,12690,23084,25429,13633,8236,7912,8256,7408,6244,7896,8884,10878,10643,8065,7260,6951,3956,1725,3,1,0
201505,8호선,산성,0,1196,3811,4724,13721,11043,9442,7848,7878,8471,9267,11329,14813,17884,23832,24450,18932,18775,20040,12147,4119,23,0,0
201505,8호선,석촌,0,969,5635,11258,29620,22235,13510,12075,12156,13897,14272,14005,16683,19312,25383,25029,17221,16363,13660,10482,3035,160,0,0
201505,8호선,송파,0,859,3964,15632,21215,11154,7284,5898,6970,7107,7983,8251,9508,10948,13512,11970,8421,7774,6935,5042,1193,89,0,0
201505,8호선,수진,0,551,2343,6561,9413,7371,5992,6232,6299,8377,9326,8870,9758,10436,14044,13605,9089,8594,8926,5826,1798,252,0,0
201505,8호선,신흥,0,828,2422,3157,5830,5234,5602,5813,7537,10092,11028,11365,13132,14190,18848,18702,13580,12286,11317,7749,2178,272,0,0
201505,8호선,암사,0,1072,7182,9558,20978,16558,13210,13909,16613,19323,21032,25473,30442,36184,55498,56792,38662,36499,35865,24810,6691,1048,0,0
